temperature_celsius,rainfall_mm,soil_type,crop_variety,season,irrigation_type,region,fertilizer_kg_per_acre,sunlight_hours,crop_yield_ton_per_acre
21.98,818.38,Clay,Rice,Rabi,Sprinkler,North,151.88,8.02,11.578
25.07,673.37,Silty,Rice,Rabi,Sprinkler,West,22.04,8.2,7.679
38.45,1218.91,Clay,Sorghum,Rabi,Flood,North,97.35,9.68,13.579
29.5,1440.98,Silty,Wheat,Rabi,Sprinkler,North,125.91,10.28,15.721
17.32,1056.88,Clay,Maize,Rabi,Drip,East,98.65,10.99,10.92
22.79,644.23,Loamy,Rice,Rabi,Drip,West,42.31,7.24,8.682
31.66,955.34,Clay,Sorghum,Zaid,Rainfed,East,76.14,5.56,9.969
20.47,1254.93,Sandy,Wheat,Kharif,Flood,East,182.96,7.04,13.019
15.04,238.08,Peaty,Maize,Kharif,Sprinkler,East,142.08,9.96,8.166
32.58,946.85,Loamy,Barley,Kharif,Rainfed,Central,16.48,4.22,9.277
24.74,1190.26,Loamy,Barley,Zaid,Sprinkler,East,161.24,9.88,14.175
28.92,826.05,Silty,Wheat,Rabi,Flood,South,33.55,8.76,10.227
28.96,1070.81,Clay,Rice,Kharif,Rainfed,East,125.74,9.4,12.323
29.43,1381.05,Silty,Rice,Rabi,Drip,South,160.69,6.1,12.934
28.02,881.62,Peaty,Rice,Kharif,Drip,West,48.0,4.06,8.197
15.74,1121.99,Clay,Wheat,Kharif,Flood,North,41.01,4.66,8.666
38.35,372.6,Loamy,Wheat,Kharif,Flood,Central,35.93,5.93,7.846
32.34,1215.23,Sandy,Maize,Rabi,Rainfed,North,119.87,10.38,12.85
36.73,869.49,Silty,Sorghum,Rabi,Sprinkler,South,160.77,7.52,11.087
20.45,510.58,Clay,Maize,Rabi,Drip,East,114.19,7.86,9.31
29.96,1315.93,Loamy,Rice,Rabi,Rainfed,East,25.7,10.95,13.199
28.17,628.46,Silty,Wheat,Rabi,Sprinkler,North,61.19,6.68,9.212
16.11,397.72,Silty,Sorghum,Kharif,Drip,Central,36.96,4.25,4.946
26.8,223.89,Clay,Barley,Kharif,Flood,North,138.48,6.48,7.668
27.54,674.9,Silty,Wheat,Rabi,Drip,North,131.91,8.6,11.217
37.16,666.45,Sandy,Barley,Kharif,Flood,South,139.95,8.31,11.516
15.19,293.68,Silty,Barley,Zaid,Drip,Central,158.06,5.65,9.189
31.89,841.22,Loamy,Rice,Zaid,Sprinkler,North,23.01,10.76,10.101
34.33,820.5,Clay,Maize,Rabi,Rainfed,West,121.9,9.41,11.142
37.79,253.22,Silty,Rice,Rabi,Drip,North,181.07,9.45,11.322
35.8,762.09,Silty,Rice,Rabi,Sprinkler,Central,12.34,8.14,8.185
15.22,367.74,Loamy,Maize,Rabi,Flood,North,47.02,6.99,5.651
18.33,855.34,Peaty,Barley,Zaid,Flood,West,184.37,9.21,12.962
20.24,1131.38,Sandy,Rice,Zaid,Rainfed,Central,142.38,7.72,12.452
18.53,1073.25,Sandy,Wheat,Rabi,Drip,West,76.59,10.74,11.55
22.03,268.76,Clay,Barley,Rabi,Sprinkler,North,46.71,9.28,6.636
32.63,1090.1,Loamy,Rice,Rabi,Flood,East,25.04,7.46,10.654
26.38,368.82,Sandy,Wheat,Kharif,Drip,North,175.03,4.31,9.271
16.6,574.59,Sandy,Barley,Zaid,Sprinkler,South,170.52,7.8,11.694
27.0,1253.72,Loamy,Rice,Rabi,Drip,West,86.68,6.49,10.982
33.0,1210.23,Sandy,Barley,Kharif,Sprinkler,West,104.06,8.33,11.889
23.16,400.31,Clay,Sorghum,Kharif,Flood,Central,140.41,9.23,9.524
31.08,966.75,Loamy,Wheat,Kharif,Sprinkler,West,167.52,4.89,11.453
16.62,689.34,Sandy,Barley,Zaid,Flood,North,172.71,4.93,9.863
25.71,652.02,Loamy,Rice,Zaid,Flood,West,47.24,5.53,6.732
26.02,768.19,Peaty,Rice,Zaid,Rainfed,North,45.99,6.34,8.131
21.15,1461.45,Clay,Rice,Kharif,Rainfed,Central,170.28,9.05,15.519
28.56,318.52,Loamy,Maize,Rabi,Sprinkler,North,111.84,11.01,9.464
37.38,351.53,Loamy,Barley,Rabi,Flood,North,134.86,4.46,9.821
30.2,364.32,Sandy,Wheat,Kharif,Drip,North,61.75,6.88,8.566
16.0,381.55,Loamy,Rice,Rabi,Flood,North,37.43,11.97,8.319
17.91,856.16,Peaty,Wheat,Kharif,Rainfed,Central,30.82,8.59,9.257
22.3,678.23,Sandy,Wheat,Rabi,Flood,South,12.02,6.69,7.319
18.86,618.03,Silty,Wheat,Zaid,Flood,East,77.16,8.69,9.295
18.42,1462.24,Silty,Sorghum,Zaid,Drip,North,138.79,4.02,13.526
21.89,716.81,Sandy,Rice,Zaid,Flood,North,57.48,5.58,8.923
18.96,835.25,Peaty,Rice,Kharif,Rainfed,North,36.22,5.91,9.397
19.7,596.68,Loamy,Wheat,Kharif,Drip,East,93.6,5.24,7.794
30.79,693.41,Loamy,Rice,Kharif,Sprinkler,North,94.31,10.49,10.369
15.59,394.34,Silty,Wheat,Rabi,Flood,Central,50.34,6.62,7.9
34.97,1083.78,Loamy,Maize,Zaid,Drip,East,62.35,6.41,11.718
35.78,1405.32,Silty,Rice,Kharif,Sprinkler,South,159.83,10.34,14.799
16.66,591.46,Sandy,Rice,Kharif,Sprinkler,West,28.49,6.3,6.697
28.38,1117.29,Peaty,Wheat,Rabi,Flood,West,115.42,10.98,13.337
36.09,1477.12,Loamy,Barley,Kharif,Flood,West,72.98,6.08,12.303
32.87,792.83,Sandy,Wheat,Kharif,Rainfed,South,41.55,5.61,9.024
39.64,1437.07,Loamy,Wheat,Zaid,Flood,North,113.79,9.86,15.22
33.88,505.07,Silty,Barley,Kharif,Flood,Central,35.96,4.95,7.518
16.38,1196.15,Silty,Maize,Rabi,Drip,Central,124.02,5.09,10.967
32.16,1461.64,Loamy,Rice,Zaid,Sprinkler,South,84.37,7.59,13.859
26.53,478.93,Sandy,Maize,Rabi,Sprinkler,Central,45.49,8.25,8.119
28.44,562.63,Sandy,Rice,Rabi,Flood,East,56.95,6.36,7.94
31.46,717.65,Peaty,Rice,Rabi,Rainfed,South,76.56,6.24,8.407
38.02,709.76,Clay,Wheat,Rabi,Flood,South,170.87,10.07,14.442
30.05,753.83,Silty,Rice,Zaid,Sprinkler,South,66.73,11.58,11.071
29.58,1092.82,Silty,Barley,Rabi,Sprinkler,South,148.57,11.83,14.379
21.56,1491.58,Sandy,Wheat,Rabi,Rainfed,South,58.65,9.47,13.468
36.55,942.39,Sandy,Wheat,Kharif,Drip,North,56.89,4.06,10.036
19.9,967.86,Loamy,Barley,Rabi,Rainfed,North,88.14,10.33,10.242
31.46,248.68,Silty,Maize,Zaid,Drip,North,120.37,9.04,9.751
16.63,1466.93,Peaty,Wheat,Zaid,Drip,North,147.85,10.52,15.063
29.09,1392.1,Peaty,Rice,Kharif,Flood,West,107.27,6.82,11.871
21.86,384.15,Sandy,Barley,Rabi,Sprinkler,East,159.27,10.45,10.224
29.18,1093.29,Clay,Rice,Kharif,Flood,East,72.22,4.51,11.171
34.46,889.93,Loamy,Barley,Rabi,Sprinkler,East,156.18,6.02,11.547
17.63,1311.92,Loamy,Maize,Rabi,Rainfed,West,162.78,4.8,11.602
17.28,521.75,Loamy,Wheat,Zaid,Drip,West,194.87,6.54,10.833
21.02,346.34,Clay,Rice,Kharif,Flood,North,168.7,5.79,9.4
24.31,588.07,Loamy,Rice,Zaid,Rainfed,South,16.77,11.88,9.586
17.03,1468.8,Peaty,Wheat,Rabi,Flood,South,131.66,6.03,11.832
25.03,1057.56,Peaty,Sorghum,Kharif,Sprinkler,North,118.76,9.23,12.009
34.04,1005.11,Peaty,Barley,Rabi,Rainfed,North,25.32,7.75,9.632
23.23,1152.74,Peaty,Barley,Zaid,Flood,West,71.75,8.61,9.993
22.13,367.86,Peaty,Sorghum,Zaid,Sprinkler,Central,182.08,4.67,10.118
36.61,466.13,Clay,Rice,Kharif,Flood,East,143.31,4.3,8.399
16.04,619.53,Peaty,Wheat,Zaid,Sprinkler,North,156.85,6.98,9.822
36.77,272.03,Sandy,Barley,Kharif,Sprinkler,West,40.59,6.05,7.126
22.19,220.76,Sandy,Barley,Kharif,Sprinkler,West,168.18,5.02,7.693
37.68,1459.54,Loamy,Rice,Rabi,Drip,West,131.58,9.64,14.893
24.39,707.28,Peaty,Wheat,Rabi,Rainfed,Central,187.35,11.85,12.943
24.02,756.25,Loamy,Barley,Zaid,Sprinkler,North,198.12,4.56,11.739
33.23,1037.22,Sandy,Rice,Kharif,Drip,North,199.5,11.25,14.319
18.56,716.59,Sandy,Wheat,Kharif,Flood,South,109.21,6.38,10.186
35.67,776.58,Peaty,Rice,Kharif,Drip,South,138.05,6.85,11.062
33.23,1339.32,Silty,Barley,Kharif,Flood,North,53.84,10.17,12.196
33.97,1350.0,Clay,Maize,Rabi,Drip,South,130.91,6.82,13.267
18.93,982.57,Sandy,Wheat,Rabi,Flood,West,154.91,11.2,12.523
30.67,509.36,Sandy,Wheat,Rabi,Flood,Central,108.56,11.21,9.359
24.91,1122.64,Sandy,Rice,Kharif,Sprinkler,Central,171.53,4.46,12.099
15.59,924.04,Loamy,Rice,Kharif,Sprinkler,East,135.87,7.81,10.6
16.08,735.49,Sandy,Wheat,Rabi,Flood,South,169.82,8.04,12.915
26.28,1365.42,Loamy,Wheat,Kharif,Sprinkler,West,192.62,10.68,15.915
37.61,1188.32,Peaty,Barley,Kharif,Rainfed,North,29.32,4.43,8.709
33.46,1000.35,Silty,Rice,Kharif,Drip,Central,60.53,7.78,10.396
17.73,754.54,Clay,Wheat,Rabi,Sprinkler,West,159.24,6.52,10.649
31.74,771.25,Sandy,Barley,Rabi,Sprinkler,East,13.66,10.71,11.125
34.49,1360.71,Loamy,Maize,Zaid,Flood,South,38.1,7.33,11.428
15.63,1168.42,Loamy,Maize,Kharif,Flood,East,119.91,7.66,12.575
19.02,792.02,Sandy,Barley,Kharif,Sprinkler,East,132.13,8.07,9.856
24.71,609.16,Sandy,Wheat,Kharif,Flood,North,101.12,5.27,8.463
34.15,945.27,Sandy,Rice,Zaid,Drip,East,18.53,5.46,8.024
19.82,433.15,Sandy,Wheat,Rabi,Flood,East,92.5,6.56,7.205
21.87,1032.18,Silty,Rice,Rabi,Rainfed,South,121.63,4.1,11.065
16.02,1136.68,Loamy,Wheat,Rabi,Rainfed,Central,159.17,8.47,13.626
19.75,702.17,Loamy,Barley,Kharif,Rainfed,East,25.97,7.3,7.445
17.94,1247.7,Silty,Barley,Zaid,Drip,East,22.86,5.42,8.7
23.38,1213.97,Loamy,Maize,Rabi,Rainfed,West,112.36,4.13,12.16
35.4,593.57,Loamy,Maize,Zaid,Drip,Central,15.53,5.66,7.794
19.82,920.73,Sandy,Sorghum,Kharif,Sprinkler,East,20.4,5.05,6.554
27.6,267.94,Loamy,Maize,Zaid,Drip,East,86.47,7.69,8.36
38.54,469.69,Peaty,Rice,Kharif,Flood,South,156.45,9.18,10.719
16.4,1051.97,Silty,Rice,Rabi,Sprinkler,North,183.7,8.12,12.237
25.63,640.83,Silty,Maize,Rabi,Flood,West,56.61,10.75,10.145
37.56,1495.52,Clay,Maize,Kharif,Drip,North,32.05,7.06,13.374
34.05,912.23,Loamy,Barley,Kharif,Drip,East,128.3,4.41,11.825
34.25,733.07,Sandy,Sorghum,Zaid,Rainfed,South,125.03,8.44,10.2
39.11,1387.92,Clay,Maize,Zaid,Drip,North,80.4,10.91,14.725
26.8,747.26,Sandy,Barley,Zaid,Drip,South,106.97,10.06,10.838
24.99,548.93,Clay,Rice,Kharif,Drip,East,47.23,11.09,7.336
20.63,930.49,Sandy,Barley,Kharif,Flood,East,105.76,10.63,9.926
29.53,305.45,Silty,Wheat,Rabi,Drip,North,126.76,4.54,7.865
23.6,1060.72,Loamy,Barley,Kharif,Sprinkler,West,10.54,11.54,10.667
34.1,325.48,Loamy,Wheat,Kharif,Flood,Central,58.64,9.42,11.433
30.32,592.77,Clay,Wheat,Zaid,Sprinkler,Central,89.95,9.31,9.607
39.93,1477.16,Clay,Maize,Rabi,Flood,West,103.84,4.46,12.583
32.72,746.82,Clay,Rice,Zaid,Flood,West,147.92,10.06,12.842
31.01,1152.96,Clay,Maize,Kharif,Rainfed,South,89.59,7.24,10.854
30.52,459.62,Clay,Wheat,Kharif,Sprinkler,South,115.01,10.33,10.232
19.99,826.73,Peaty,Barley,Zaid,Sprinkler,Central,110.36,10.36,11.954
26.61,1104.3,Silty,Rice,Rabi,Drip,East,150.59,6.42,12.063
31.79,813.23,Sandy,Barley,Kharif,Sprinkler,West,87.93,8.58,9.3
26.72,1223.45,Sandy,Sorghum,Rabi,Sprinkler,West,178.2,6.43,12.906
35.02,390.8,Peaty,Wheat,Rabi,Sprinkler,South,195.18,9.77,12.563
31.11,634.64,Loamy,Wheat,Rabi,Flood,South,175.24,11.08,11.928
39.84,795.76,Sandy,Barley,Kharif,Flood,South,182.86,7.31,12.439
35.25,1279.77,Loamy,Rice,Zaid,Drip,West,33.89,6.77,12.546
33.55,1419.77,Sandy,Rice,Zaid,Flood,South,179.96,8.53,14.796
35.38,1353.26,Loamy,Rice,Rabi,Sprinkler,North,194.36,6.83,15.277
18.57,1177.24,Silty,Wheat,Kharif,Flood,North,10.89,6.67,10.227
25.07,589.6,Loamy,Rice,Zaid,Drip,West,91.01,5.12,9.976
21.49,1397.57,Silty,Wheat,Rabi,Flood,Central,76.23,10.76,12.532
33.66,403.76,Clay,Barley,Rabi,Rainfed,Central,99.65,9.36,11.278
29.48,1252.96,Loamy,Maize,Kharif,Flood,North,74.9,5.32,10.393
33.21,373.54,Peaty,Wheat,Kharif,Flood,North,100.38,4.55,8.074
28.26,746.55,Clay,Barley,Kharif,Flood,Central,54.86,6.55,10.407
38.64,629.82,Loamy,Maize,Rabi,Sprinkler,East,89.59,5.37,9.102
25.0,274.38,Loamy,Rice,Zaid,Flood,North,135.6,11.45,8.27
22.61,1225.86,Sandy,Rice,Rabi,Flood,West,99.24,7.28,11.263
21.97,1335.47,Peaty,Sorghum,Rabi,Drip,North,152.24,9.89,14.387
31.87,535.04,Loamy,Wheat,Rabi,Drip,South,175.34,8.63,13.781
31.68,1064.28,Loamy,Wheat,Rabi,Sprinkler,South,53.41,5.66,9.466
24.24,1413.63,Peaty,Wheat,Kharif,Flood,Central,179.28,6.71,12.88
27.36,1204.55,Clay,Sorghum,Zaid,Rainfed,West,149.86,5.23,12.073
22.88,695.57,Silty,Rice,Kharif,Sprinkler,West,55.08,11.35,10.767
32.21,386.95,Clay,Barley,Zaid,Flood,East,41.8,8.71,8.418
28.41,421.66,Sandy,Rice,Rabi,Drip,West,114.98,5.32,10.4
31.06,204.82,Loamy,Barley,Zaid,Drip,North,131.31,11.37,10.053
35.77,980.56,Loamy,Rice,Kharif,Drip,West,126.25,8.43,13.556
26.64,1005.12,Clay,Rice,Kharif,Rainfed,South,181.41,6.74,12.576
21.42,572.86,Sandy,Rice,Zaid,Rainfed,South,85.8,7.31,10.023
28.58,1146.16,Sandy,Maize,Kharif,Drip,Central,184.34,6.39,14.717
21.3,1072.91,Peaty,Rice,Rabi,Drip,Central,82.45,5.7,9.621
31.3,1181.15,Peaty,Rice,Kharif,Rainfed,North,49.68,6.72,11.115
22.42,671.91,Loamy,Wheat,Kharif,Rainfed,West,60.32,10.83,9.759
20.96,622.92,Peaty,Wheat,Kharif,Sprinkler,West,143.84,11.89,12.282
35.84,893.95,Silty,Maize,Kharif,Rainfed,East,132.42,11.64,12.661
33.15,268.93,Sandy,Barley,Zaid,Flood,Central,173.41,9.4,9.754
37.83,1016.49,Clay,Barley,Rabi,Flood,North,143.56,11.47,14.466
30.73,442.66,Loamy,Maize,Kharif,Sprinkler,North,135.2,5.83,9.652
39.52,1079.64,Sandy,Sorghum,Rabi,Sprinkler,East,165.6,4.7,12.556
28.89,745.53,Clay,Maize,Kharif,Flood,South,106.58,11.65,11.779
38.3,459.1,Peaty,Maize,Kharif,Sprinkler,West,109.0,10.78,10.431
36.36,823.72,Peaty,Sorghum,Zaid,Rainfed,Central,49.75,8.89,10.253
19.86,989.67,Loamy,Maize,Rabi,Sprinkler,East,29.36,5.87,9.063
34.37,462.88,Loamy,Wheat,Zaid,Flood,South,193.88,8.38,11.678
23.82,585.96,Loamy,Maize,Kharif,Rainfed,East,125.11,10.37,9.172
23.77,713.68,Peaty,Rice,Zaid,Flood,West,125.68,11.97,13.26
29.07,613.7,Loamy,Barley,Zaid,Drip,West,27.76,10.79,9.546
23.15,1302.48,Loamy,Maize,Rabi,Drip,North,65.0,11.53,12.13
16.02,313.69,Sandy,Sorghum,Zaid,Sprinkler,East,34.9,11.83,7.883
16.62,430.72,Sandy,Barley,Zaid,Sprinkler,East,122.93,6.84,8.603
19.94,349.93,Loamy,Maize,Zaid,Rainfed,East,158.56,5.58,10.633
39.2,535.3,Sandy,Wheat,Kharif,Drip,East,179.07,10.69,12.609
26.53,998.98,Clay,Sorghum,Rabi,Flood,Central,99.4,11.08,12.358
21.62,341.98,Sandy,Wheat,Zaid,Sprinkler,West,152.58,8.51,10.804
38.62,1383.1,Silty,Barley,Kharif,Drip,South,129.2,5.21,12.68
31.06,534.47,Sandy,Barley,Rabi,Drip,North,60.97,8.75,10.584
30.7,409.14,Silty,Wheat,Rabi,Flood,East,144.5,4.73,9.549
29.37,694.73,Silty,Wheat,Rabi,Drip,Central,49.34,6.59,9.353
23.56,1435.15,Loamy,Wheat,Rabi,Flood,Central,113.32,10.32,14.465
29.63,321.59,Silty,Wheat,Kharif,Flood,East,110.97,8.11,9.45
23.81,387.06,Clay,Wheat,Kharif,Drip,Central,158.29,7.69,9.478
36.26,1479.13,Clay,Wheat,Kharif,Sprinkler,North,121.26,9.72,13.418
17.11,1387.88,Peaty,Sorghum,Zaid,Flood,East,15.17,4.4,10.16
16.03,1084.18,Peaty,Wheat,Kharif,Flood,Central,117.7,7.84,12.567
16.66,797.68,Clay,Rice,Kharif,Flood,West,32.74,8.42,8.473
18.68,965.92,Silty,Wheat,Kharif,Drip,West,91.86,4.95,9.495
32.82,1160.81,Clay,Barley,Rabi,Rainfed,East,152.51,8.11,13.788
19.5,846.55,Clay,Wheat,Kharif,Drip,Central,68.93,10.14,10.936
19.5,323.11,Clay,Maize,Rabi,Rainfed,South,191.21,8.49,11.133
16.04,784.43,Sandy,Maize,Rabi,Flood,South,156.06,9.77,9.324
39.95,778.67,Sandy,Rice,Kharif,Drip,South,134.79,4.87,9.988
24.24,752.27,Peaty,Rice,Zaid,Flood,West,11.83,5.39,7.781
34.93,337.72,Loamy,Barley,Kharif,Sprinkler,South,128.21,6.31,9.805
36.03,398.62,Clay,Maize,Rabi,Sprinkler,South,103.81,6.76,9.618
19.72,1245.78,Sandy,Sorghum,Zaid,Flood,West,72.35,10.33,11.849
25.58,414.31,Clay,Wheat,Rabi,Sprinkler,West,67.33,4.41,6.838
33.22,297.93,Clay,Wheat,Rabi,Sprinkler,North,59.6,10.56,8.722
17.46,799.91,Loamy,Wheat,Zaid,Flood,West,145.69,9.57,10.175
31.71,502.58,Loamy,Barley,Rabi,Drip,Central,125.61,5.39,11.277
22.23,1402.69,Sandy,Maize,Kharif,Drip,Central,163.39,10.08,16.858
32.32,613.9,Sandy,Rice,Rabi,Sprinkler,South,65.27,10.45,10.22
35.83,1109.04,Clay,Rice,Kharif,Flood,Central,13.99,6.84,10.222
35.46,1283.42,Loamy,Rice,Zaid,Rainfed,South,62.22,6.99,11.521
35.89,998.36,Sandy,Wheat,Zaid,Drip,North,114.63,4.14,9.465
24.89,1237.67,Clay,Maize,Rabi,Sprinkler,West,45.51,11.78,12.78
27.59,1362.38,Loamy,Rice,Zaid,Sprinkler,West,35.73,9.75,12.315
32.87,854.74,Sandy,Barley,Rabi,Drip,South,130.72,8.57,12.48
33.76,530.77,Sandy,Rice,Zaid,Flood,South,155.85,10.32,12.783
37.74,917.94,Clay,Barley,Zaid,Flood,South,153.58,11.48,13.423
31.81,1175.37,Silty,Sorghum,Rabi,Sprinkler,North,32.74,8.45,11.714
33.7,1258.32,Sandy,Barley,Rabi,Flood,West,62.15,5.15,10.976
22.69,1124.14,Peaty,Rice,Zaid,Drip,West,152.11,11.35,12.365
38.99,531.51,Loamy,Sorghum,Rabi,Flood,Central,153.97,5.98,9.674
24.05,986.35,Clay,Maize,Kharif,Flood,West,160.56,7.48,12.028
17.2,767.12,Silty,Maize,Kharif,Rainfed,East,128.03,9.94,10.735
34.51,875.16,Silty,Wheat,Rabi,Rainfed,South,173.85,10.37,13.735
15.46,687.71,Silty,Sorghum,Rabi,Flood,West,165.48,11.02,11.443
33.83,587.16,Clay,Maize,Rabi,Rainfed,East,188.66,4.28,10.318
27.64,362.58,Silty,Barley,Zaid,Sprinkler,South,196.87,10.85,11.994
24.16,1230.5,Silty,Wheat,Kharif,Drip,East,166.35,10.85,14.334
28.9,1201.84,Sandy,Wheat,Rabi,Flood,West,42.79,6.29,11.921
38.9,1149.65,Loamy,Wheat,Kharif,Rainfed,East,143.3,8.22,13.695
35.49,1062.71,Loamy,Barley,Kharif,Sprinkler,Central,111.17,11.44,13.014
35.09,758.45,Sandy,Barley,Rabi,Flood,South,82.9,5.15,8.999
24.45,377.49,Silty,Maize,Rabi,Drip,North,165.89,11.39,11.877
23.79,943.91,Loamy,Maize,Rabi,Drip,North,69.11,6.35,9.834
29.94,223.28,Silty,Barley,Kharif,Drip,North,67.73,10.14,7.221
34.34,401.98,Loamy,Sorghum,Zaid,Drip,South,26.32,4.68,7.298
27.11,1359.8,Loamy,Rice,Rabi,Flood,East,41.0,7.15,11.513
22.2,928.2,Clay,Rice,Zaid,Sprinkler,West,26.14,8.4,10.086
18.13,707.41,Sandy,Wheat,Zaid,Sprinkler,West,100.7,11.79,11.386
17.76,1290.62,Silty,Rice,Kharif,Sprinkler,East,159.43,7.4,12.106
28.56,1120.35,Peaty,Rice,Rabi,Rainfed,Central,183.73,4.02,13.045
29.23,398.34,Clay,Wheat,Kharif,Drip,East,174.81,9.88,10.172
36.75,1140.44,Clay,Wheat,Rabi,Flood,East,28.89,9.56,11.235
16.87,574.09,Clay,Wheat,Zaid,Drip,South,61.25,9.94,8.578
30.93,474.86,Loamy,Rice,Rabi,Drip,North,50.63,10.54,8.852
38.72,718.05,Silty,Maize,Kharif,Flood,South,40.87,9.76,9.469
18.12,608.45,Sandy,Rice,Rabi,Flood,South,100.78,8.6,8.791
24.72,988.16,Loamy,Barley,Zaid,Drip,West,129.85,8.72,13.001
36.4,238.82,Loamy,Maize,Zaid,Drip,Central,50.7,6.38,4.91
25.39,1093.54,Silty,Maize,Zaid,Rainfed,South,127.77,5.57,10.619
16.96,757.86,Clay,Barley,Kharif,Flood,West,14.06,11.35,9.562
24.45,987.42,Clay,Rice,Zaid,Flood,South,84.29,5.34,8.592
20.41,287.38,Loamy,Sorghum,Kharif,Sprinkler,Central,143.59,8.14,8.31
40.0,282.76,Sandy,Wheat,Kharif,Flood,Central,28.69,5.25,5.673
29.78,506.86,Sandy,Wheat,Kharif,Drip,Central,170.66,6.71,9.158
26.52,501.39,Silty,Maize,Kharif,Flood,West,137.63,9.38,10.166
30.4,891.61,Loamy,Barley,Kharif,Flood,West,104.86,11.76,12.665
27.73,586.26,Clay,Rice,Rabi,Rainfed,North,123.54,11.38,9.35
17.14,888.33,Loamy,Maize,Kharif,Flood,Central,129.44,9.56,11.924
39.98,453.55,Silty,Barley,Kharif,Drip,North,87.0,5.1,8.533
31.82,521.08,Peaty,Rice,Kharif,Drip,East,61.14,8.51,8.32
37.79,1196.46,Clay,Maize,Rabi,Sprinkler,North,37.04,11.95,12.232
16.44,395.83,Silty,Sorghum,Zaid,Flood,West,112.98,7.13,8.297
36.73,1150.77,Clay,Barley,Rabi,Drip,North,140.81,6.1,12.22
34.65,260.63,Loamy,Rice,Zaid,Sprinkler,North,79.22,11.87,9.134
21.17,445.95,Loamy,Wheat,Kharif,Drip,Central,90.7,7.59,8.141
28.46,1483.49,Peaty,Rice,Zaid,Drip,East,75.7,4.5,10.871
23.84,910.02,Loamy,Rice,Zaid,Drip,West,12.99,5.79,8.728
26.73,1269.02,Clay,Barley,Kharif,Flood,Central,25.87,6.4,11.856
39.33,1145.3,Loamy,Wheat,Kharif,Drip,North,120.59,7.73,12.443
21.06,1448.96,Sandy,Maize,Kharif,Drip,West,100.71,6.07,12.511
32.91,505.36,Silty,Barley,Kharif,Drip,North,29.93,6.61,9.475
36.67,1250.03,Clay,Sorghum,Zaid,Sprinkler,South,42.0,10.94,12.853
22.18,904.98,Sandy,Maize,Kharif,Rainfed,West,21.94,4.99,7.137
30.37,330.99,Loamy,Rice,Kharif,Sprinkler,East,91.53,4.16,7.32
39.76,271.22,Clay,Rice,Kharif,Rainfed,South,68.69,5.52,8.574
34.02,1227.9,Loamy,Maize,Rabi,Rainfed,North,46.96,8.3,11.03
33.94,1194.28,Loamy,Barley,Rabi,Flood,North,94.29,9.78,12.561
15.84,1465.98,Silty,Wheat,Zaid,Rainfed,South,164.48,7.21,12.521
27.67,1339.19,Silty,Sorghum,Zaid,Sprinkler,North,42.17,8.57,11.153
22.8,207.69,Loamy,Barley,Zaid,Flood,South,145.99,7.66,9.268
22.1,922.0,Clay,Wheat,Rabi,Rainfed,Central,124.48,6.24,11.336
22.96,360.08,Sandy,Wheat,Kharif,Drip,West,117.21,7.44,8.553
22.21,1110.24,Sandy,Wheat,Rabi,Rainfed,Central,167.23,9.27,13.234
24.65,1055.65,Clay,Barley,Kharif,Flood,North,25.31,4.22,8.593
28.5,670.2,Silty,Wheat,Kharif,Rainfed,East,40.62,10.53,10.279
22.2,1086.25,Clay,Wheat,Zaid,Drip,West,29.26,9.52,11.872
17.35,270.36,Clay,Maize,Rabi,Rainfed,South,23.38,10.91,7.246
37.17,402.84,Peaty,Sorghum,Kharif,Drip,East,139.54,5.86,8.433
37.48,1042.36,Silty,Wheat,Kharif,Drip,South,129.36,10.54,13.977
31.38,1393.82,Sandy,Rice,Zaid,Rainfed,Central,53.42,9.59,12.525
30.59,354.7,Sandy,Maize,Zaid,Flood,East,34.98,8.72,7.12
39.32,745.6,Silty,Barley,Zaid,Drip,North,10.5,9.45,9.511
20.49,1269.83,Loamy,Rice,Rabi,Flood,South,144.7,5.04,11.965
36.84,910.58,Sandy,Maize,Kharif,Drip,West,91.23,10.85,11.702
19.1,558.43,Loamy,Barley,Rabi,Flood,North,51.13,11.66,9.097
16.58,1425.3,Silty,Sorghum,Kharif,Flood,West,131.84,9.4,14.697
16.59,828.17,Clay,Rice,Rabi,Drip,West,59.95,6.03,8.147
33.32,1197.25,Peaty,Barley,Kharif,Sprinkler,South,66.67,9.16,12.693
32.75,1403.63,Loamy,Maize,Rabi,Sprinkler,South,44.16,7.56,11.736
16.06,1434.31,Clay,Maize,Kharif,Flood,North,19.03,11.32,11.328
28.04,1451.02,Silty,Rice,Kharif,Rainfed,North,142.17,10.4,15.767
24.06,452.45,Clay,Barley,Kharif,Drip,South,121.84,6.71,8.177
29.91,1157.53,Loamy,Maize,Kharif,Sprinkler,West,32.93,6.4,11.032
30.21,868.68,Loamy,Barley,Rabi,Sprinkler,East,145.14,9.44,11.904
37.29,868.71,Sandy,Maize,Zaid,Drip,South,98.67,4.97,9.572
20.56,1088.42,Silty,Wheat,Zaid,Sprinkler,South,167.73,6.22,13.352
33.54,234.94,Loamy,Rice,Rabi,Drip,North,191.82,8.52,11.479
28.2,761.4,Clay,Rice,Zaid,Sprinkler,North,12.14,6.71,9.606
25.12,570.1,Clay,Wheat,Rabi,Drip,West,45.93,6.04,8.107
32.6,368.08,Clay,Maize,Rabi,Sprinkler,North,121.11,8.08,8.631
